Data_File	Data_File_Loc	Site	Latitude	Longitude	Nash	RMSE	Mu	Alpha	Theta	Beta	Drainage_Area_Km2	Mean_Elevation_m	Mean_Slope_P	Mean_Aspect	BFI_P	P_Clay	P_Sand	P_Silt	Biomass_tons	Stem_Count	UrbanKm2	AgroKm2	SwampsKm2	GrassKm2	PeatlandKm2	RockKm2	DeciduousKm2	OakPineKm2	BorealKm2	OpenWaterKm2	aug_mean_air_degC	aug_max_air_degC	aug_mean_precip_mm	feb_mean_air_degC	feb_max_air_degC	feb_mean_precip_mm
CT	71	1804	41.86553	-72.44922	0.95	1.823	8.91E-06	25.12086	0.852	12.3	50.067	197.45127	8.630843	279.078898	52.05173	6.580059	45.88287	47.53707	79930	232987	9.6582267	4.26860228	4.66696657	0	0	0.023753716	9.12942982	20.0240417	0	2.312794563	20.42175	26.01065	107.49481	-2.4924026	2.5988312	76.88831
CT	74	5976	41.78417	-72.92341	0.937	1.646	4.13E-04	23.18634	0.687	10.4	24.0624	237.17853	12.207729	51.940755	53.42191	4.896157	55.56931	39.53453	88903.83	125717	2.7282717	2.90612662	0.84372517	0	0.02596732	0.08760779	10.35908901	7.0603875	0	0.049976455	20.49129	26.444	112.33114	-2.7627143	2.6282857	85.068
CT	80	1513	41.8365	-72.92949	0.958	1.36	1.12E-03	24.15969	0.709	9.95	36.0153	241.84464	13.391734	182.998984	53.62946	5.886277	49.12808	44.98565	98829.07	210184	2.5371352	2.55305616	1.18376939	0	0	0.019411639	20.56901489	9.0769843	0	0.073304477	20.26153	26.45915	106.34424	-3.235678	2.1840678	83.17085
CT	130	75	41.87266	-72.24156	0.96	1.375	3.00E-04	22.58094	0.726	11.7	72.405	188.31989	10.498404	155.247847	50.77861	6.078394	48.59057	45.33104	106058.9	479190	6.9257832	4.48034239	3.9277918	0	0.02903232	0.141756044	10.53498569	45.8021016	0	0.59861066	20.38	25.94018	104.11354	-2.3790265	2.8986726	82.73788
CT	151	6632	41.76174	-73.40527	0.952	1.625	6.01E-07	24.24299	0.841	10.6	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	152	6631	41.75812	-73.40109	0.951	1.305	7.32E-06	18.97205	0.72	10.2	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	156	6597	41.74591	-73.1275	0.959	1.223	4.48E-06	20.91523	0.714	11.4	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	157	6641	41.7497	-73.39844	0.933	1.663	5.91E-07	18.48053	0.742	11.3	2.1051	366.4697	14.522368	47.835475	50	6.234967	47.3633	46.40173	111427.89	15998	0.1502699	0.14507646	0	0	0	0	0.72333895	1.0799001	0	0.00621513	20.3275	25.595	114.3325	-2.7125	2.05	77.71
CT	158	6615	41.76555	-73.40939	0.934	1.683	3.01E-06	19.83325	0.765	9.37	14.931	363.62196	13.951504	285.688666	49.86475	6.298956	47.19824	46.5028	114775.74	113088	0.6965202	0.62534423	0.23310994	0	0	0.024690242	5.6670065	7.4219719	0	0.255927129	20.37783	25.71478	111.94609	-2.6876087	2.1195652	78.33391
CT	159	6639	41.75307	-73.38905	0.956	1.375	6.32E-07	19.41767	0.78	10.1	3.8457	376.56393	10.461806	285.270562	49.72126	6.262818	47.30467	46.43252	111519.48	26801	0.2384737	0.34038478	0.077306	0	0	0	1.13549571	2.0380518	0	0.013622202	20.35	25.62	112.98167	-2.7141667	2.0433333	78.70833
CT	161	6617	41.76366	-73.40743	0.96	1.2	8.22E-05	19.87497	0.725	10.5	14.931	363.62196	13.951504	285.688666	49.86475	6.298956	47.19824	46.5028	114775.74	113088	0.6965202	0.62534423	0.23310994	0	0	0.024690242	5.6670065	7.4219719	0	0.255927129	20.37783	25.71478	111.94609	-2.6876087	2.1195652	78.33391
CT	162	6634	41.75529	-73.39882	0.959	1.241	2.12E-04	20.43962	0.738	10.4	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	163	6619	41.76264	-73.40683	0.96	1.197	4.94E-04	19.68887	0.725	10.1	14.931	363.62196	13.951504	285.688666	49.86475	6.298956	47.19824	46.5028	114775.74	113088	0.6965202	0.62534423	0.23310994	0	0	0.024690242	5.6670065	7.4219719	0	0.255927129	20.37783	25.71478	111.94609	-2.6876087	2.1195652	78.33391
CT	164	6616	41.7645	-73.40838	0.961	1.275	9.69E-06	20.0799	0.763	10.2	14.931	363.62196	13.951504	285.688666	49.86475	6.298956	47.19824	46.5028	114775.74	113088	0.6965202	0.62534423	0.23310994	0	0	0.024690242	5.6670065	7.4219719	0	0.255927129	20.37783	25.71478	111.94609	-2.6876087	2.1195652	78.33391
CT	165	6636	41.762	-73.40477	0.962	1.253	6.07E-06	20.23406	0.766	10.3	5.8698	384.3054	12.549568	224.098415	49.64417	6.436832	46.86114	46.70203	114420.71	47621	0.1669571	0.12447288	0.14618326	0	0	0.024690242	2.81826341	2.3537463	0	0.233450495	20.35187	25.59375	110.74625	-2.705625	1.9775	79.55
CT	166	6602	41.74376	-73.13425	0.957	1.426	1.10E-06	21.93718	0.799	10.8	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	167	6592	41.74703	-73.13825	0.956	1.256	4.99E-06	18.95124	0.712	10.9	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	168	6623	41.75395	-73.39121	0.96	1.184	1.42E-04	19.35728	0.719	10.5	3.8457	376.56393	10.461806	285.270562	49.72126	6.262818	47.30467	46.43252	111519.48	26801	0.2384737	0.34038478	0.077306	0	0	0	1.13549571	2.0380518	0	0.013622202	20.35	25.62	112.98167	-2.7141667	2.0433333	78.70833
CT	169	6591	41.74608	-73.13729	0.961	1.223	2.22E-06	19.93613	0.747	10.7	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	170	6656	41.7513	-73.12175	0.956	1.284	1.75E-06	19.66354	0.725	10.9	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	171	6638	41.76492	-73.40904	0.96	1.187	1.48E-05	20.68183	0.712	11	14.931	363.62196	13.951504	285.688666	49.86475	6.298956	47.19824	46.5028	114775.74	113088	0.6965202	0.62534423	0.23310994	0	0	0.024690242	5.6670065	7.4219719	0	0.255927129	20.37783	25.71478	111.94609	-2.6876087	2.1195652	78.33391
CT	173	6614	41.76638	-73.41065	0.962	1.207	1.02E-05	19.74219	0.731	10	14.931	363.62196	13.951504	285.688666	49.86475	6.298956	47.19824	46.5028	114775.74	113088	0.6965202	0.62534423	0.23310994	0	0	0.024690242	5.6670065	7.4219719	0	0.255927129	20.37783	25.71478	111.94609	-2.6876087	2.1195652	78.33391
CT	174	6610	41.74245	-73.13632	0.957	1.298	2.89E-05	20.32274	0.745	10.9	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	175	6593	41.74393	-73.1358	0.923	1.761	9.22E-04	17.57606	0.735	9.51	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	176	6611	41.74358	-73.13568	0.965	1.035	1.09E-04	20.76047	0.726	11.5	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	177	6647	41.75503	-73.39871	0.946	1.315	7.83E-04	19.4162	0.67	10.4	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	178	6646	41.74898	-73.39792	0.959	1.27	4.86E-05	20.28102	0.733	11.1	2.1051	366.4697	14.522368	47.835475	50	6.234967	47.3633	46.40173	111427.89	15998	0.1502699	0.14507646	0	0	0	0	0.72333895	1.0799001	0	0.00621513	20.3275	25.595	114.3325	-2.7125	2.05	77.71
CT	179	6644	41.75241	-73.3989	0.957	1.321	2.54E-05	21.35191	0.749	11	2.1051	366.4697	14.522368	47.835475	50	6.234967	47.3633	46.40173	111427.89	15998	0.1502699	0.14507646	0	0	0	0	0.72333895	1.0799001	0	0.00621513	20.3275	25.595	114.3325	-2.7125	2.05	77.71
CT	180	6609	41.74869	-73.13942	0.957	1.322	1.13E-04	20.34385	0.742	10.6	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	181	6670	41.7557	-73.12942	0.954	1.255	1.45E-05	18.55243	0.719	9.8	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	182	6666	41.7662	-73.14971	0.961	1.213	3.27E-05	19.64444	0.727	10.1	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	183	6595	41.74815	-73.13887	0.962	1.169	1.63E-05	20.52935	0.716	11	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	184	6645	41.75095	-73.39902	0.961	1.225	1.07E-06	19.09862	0.737	11.1	2.1051	366.4697	14.522368	47.835475	50	6.234967	47.3633	46.40173	111427.89	15998	0.1502699	0.14507646	0	0	0	0	0.72333895	1.0799001	0	0.00621513	20.3275	25.595	114.3325	-2.7125	2.05	77.71
CT	185	6640	41.75874	-73.40264	0.934	1.515	2.02E-05	18.56795	0.737	8.56	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	186	6598	41.74609	-73.12927	0.948	1.376	2.58E-05	18.90134	0.721	10.7	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	187	6607	41.74703	-73.12064	0.954	1.263	1.02E-05	20.55686	0.696	12.1	6.1947	290.92833	14.310934	60.578952	48	6.227188	47.37249	46.40032	95955.6	37341	0.2589921	0.83248685	0	0	0	0	3.02319242	2.0789184	0	0	20.19625	26.025	113.71875	-3.079375	2.2475	80.1675
CT	188	6626	41.75705	-73.39948	0.945	1.315	6.86E-06	19.41947	0.675	10.8	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	189	6621	41.75502	-73.39625	0.937	1.585	2.70E-05	18.81786	0.748	9.9	3.8457	376.56393	10.461806	285.270562	49.72126	6.262818	47.30467	46.43252	111519.48	26801	0.2384737	0.34038478	0.077306	0	0	0	1.13549571	2.0380518	0	0.013622202	20.35	25.62	112.98167	-2.7141667	2.0433333	78.70833
CT	190	6630	41.758	-73.401	0.96	1.33	6.20E-05	19.2812	0.789	10	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	192	6590	41.74515	-73.13672	0.958	1.392	5.96E-05	21.57159	0.781	10.8	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	193	6622	41.755	-73.395	0.963	1.165	2.36E-07	20.30327	0.73	11.6	3.8457	376.56393	10.461806	285.270562	49.72126	6.262818	47.30467	46.43252	111519.48	26801	0.2384737	0.34038478	0.077306	0	0	0	1.13549571	2.0380518	0	0.013622202	20.35	25.62	112.98167	-2.7141667	2.0433333	78.70833
CT	195	5712	41.75444	-73.39361	0.954	1.272	4.44E-05	19.80085	0.712	9.87	3.8457	376.56393	10.461806	285.270562	49.72126	6.262818	47.30467	46.43252	111519.48	26801	0.2384737	0.34038478	0.077306	0	0	0	1.13549571	2.0380518	0	0.013622202	20.35	25.62	112.98167	-2.7141667	2.0433333	78.70833
CT	196	6604	41.74346	-73.13515	0.964	1.232	4.50E-05	19.78483	0.772	10.6	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	197	6669	41.76301	-73.14535	0.947	1.458	1.30E-05	19.27355	0.748	10.8	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	198	6625	41.75527	-73.3985	0.959	1.186	7.02E-06	20.23561	0.703	10.6	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	199	6624	41.75352	-73.38902	0.967	1.175	2.18E-04	19.75665	0.772	10.4	3.8457	376.56393	10.461806	285.270562	49.72126	6.262818	47.30467	46.43252	111519.48	26801	0.2384737	0.34038478	0.077306	0	0	0	1.13549571	2.0380518	0	0.013622202	20.35	25.62	112.98167	-2.7141667	2.0433333	78.70833
CT	203	6608	41.74888	-73.14048	0.959	1.247	8.70E-05	19.73895	0.726	10.9	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	204	6620	41.75376	-73.38987	0.961	1.237	1.00E-04	19.49519	0.749	10.3	3.8457	376.56393	10.461806	285.270562	49.72126	6.262818	47.30467	46.43252	111519.48	26801	0.2384737	0.34038478	0.077306	0	0	0	1.13549571	2.0380518	0	0.013622202	20.35	25.62	112.98167	-2.7141667	2.0433333	78.70833
CT	205	6659	41.75635	-73.13085	0.957	1.354	2.36E-04	20.0119	0.764	10.1	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	206	944	41.74721	-73.11496	0.961	1.218	3.17E-06	19.71266	0.726	10.1	14.6097	281.46534	15.271934	64.595441	48	6.273738	47.23902	46.48724	98854.39	91260	0.8802497	1.74474872	0.19156222	0	0	0	4.74674159	7.0398691	0	0.003746106	20.2088	26.098	114.056	-3.0474	2.3212	79.8072
CT	207	6649	41.749	-73.12	0.924	1.709	2.09E-03	20.39411	0.707	10.3	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	209	6672	41.76159	-73.13604	0.931	1.518	3.00E-05	19.11824	0.658	9.15	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	211	6648	41.76193	-73.13907	0.96	1.222	1.02E-04	19.67871	0.723	10.2	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	212	6677	41.76204	-73.13869	0.959	1.241	2.95E-05	19.17887	0.722	9.96	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	215	6668	41.76567	-73.14908	0.961	1.228	1.59E-04	19.6966	0.727	10	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	216	6637	41.76291	-73.40601	0.963	1.194	2.09E-05	19.79752	0.737	9.96	14.931	363.62196	13.951504	285.688666	49.86475	6.298956	47.19824	46.5028	114775.74	113088	0.6965202	0.62534423	0.23310994	0	0	0.024690242	5.6670065	7.4219719	0	0.255927129	20.37783	25.71478	111.94609	-2.6876087	2.1195652	78.33391
CT	217	6606	41.74568	-73.12338	0.936	1.414	1.92E-05	17.32573	0.664	9.08	6.1947	290.92833	14.310934	60.578952	48	6.227188	47.37249	46.40032	95955.6	37341	0.2589921	0.83248685	0	0	0	0	3.02319242	2.0789184	0	0	20.19625	26.025	113.71875	-3.079375	2.2475	80.1675
CT	218	6600	41.74605	-73.13176	0.952	1.267	1.39E-04	18.46114	0.694	10.6	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	219	6601	41.74485	-73.13322	0.95	1.326	1.48E-04	18.91155	0.706	10.8	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	220	6613	41.74515	-73.12379	0.952	1.287	1.06E-06	20.336	0.696	11.8	6.1947	290.92833	14.310934	60.578952	48	6.227188	47.37249	46.40032	95955.6	37341	0.2589921	0.83248685	0	0	0	0	3.02319242	2.0789184	0	0	20.19625	26.025	113.71875	-3.079375	2.2475	80.1675
CT	221	6671	41.76321	-73.14731	0.948	1.251	1.14E-05	18.65776	0.645	9.68	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	222	6660	41.76217	-73.14235	0.955	1.312	3.61E-05	19.45101	0.725	9.97	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	223	6679	41.74753	-73.11851	0.96	1.215	1.16E-05	19.20173	0.724	10.1	14.6097	281.46534	15.271934	64.595441	48	6.273738	47.23902	46.48724	98854.39	91260	0.8802497	1.74474872	0.19156222	0	0	0	4.74674159	7.0398691	0	0.003746106	20.2088	26.098	114.056	-3.0474	2.3212	79.8072
CT	225	6627	41.76089	-73.40412	0.961	1.155	3.14E-04	19.75277	0.709	10.4	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	226	6667	41.76202	-73.13692	0.941	0.948	2.39E+00	19.38315	0.658	11.4	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	227	6681	41.76574	-73.14901	0.963	1.151	9.65E-06	20.41522	0.702	10.6	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	228	6665	41.75391	-73.12562	0.949	1.309	1.09E-05	18.71209	0.683	9.64	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	229	6633	41.75623	-73.39874	0.955	1.351	1.63E-04	20.16984	0.741	11	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	230	6662	41.76519	-73.14874	0.959	1.287	1.37E-06	19.62408	0.746	10.1	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	232	6678	41.74698	-73.11714	0.938	1.274	2.19E-04	17.64999	0.629	8.83	14.6097	281.46534	15.271934	64.595441	48	6.273738	47.23902	46.48724	98854.39	91260	0.8802497	1.74474872	0.19156222	0	0	0	4.74674159	7.0398691	0	0.003746106	20.2088	26.098	114.056	-3.0474	2.3212	79.8072
CT	240	6682	41.75953	-73.40333	0.95	1.307	1.01E-05	18.75427	0.695	10.1	7.2198	369.89237	13.176573	3.289904	49.85511	6.232071	47.36939	46.39853	113207.03	53191	0.4096026	0.48546124	0.08692668	0	0	0	1.92021972	4.2944845	0	0.019837332	20.35231	25.63154	113.21462	-2.7096154	2.0630769	78.07385
CT	243	6661	41.75235	-73.12293	0.951	1.282	1.24E-04	18.42455	0.692	10	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	246	6596	41.74571	-73.12621	0.946	0.895	4.33E+00	20.38332	0.626	14.2	4.6512	298.92544	13.186158	71.391311	48	6.168491	47.49367	46.33783	95123.56	27780	0.211655	0.76360959	0	0	0	0	2.64125992	1.0334143	0	0	20.16286	25.96571	113.80286	-3.1085714	2.1928571	80.21143
CT	247	6655	41.75024	-73.12104	0.948	1.294	2.20E-04	19.18186	0.68	10.6	8.2746	276.09898	15.778881	68.235717	48	6.306375	47.14303	46.55059	101242.04	53005	0.6212576	0.91226187	0.18279293	0	0	0	1.65407593	4.898544	0	0.003746106	20.21471	26.13235	114.21471	-3.0323529	2.3558824	79.63765
CT	251	2636	41.3695	-72.2002	0.957	1.543	8.34E-06	24.21634	0.809	11.4	46.1304	82.47385	10.236258	225.096084	50.79387	6.066083	48.30079	45.63312	84990.48	225475	4.985641	2.91097953	2.79485025	0.222297317	0	0.924862409	1.17210538	31.7782145	0	1.365370381	21.36593	27.15314	106.587	-0.7804286	4.3721429	87.30571
CT	256	2346	41.2931	-73.3678	0.941	1.562	1.80E-05	20.68869	0.759	10.2	15.8013	185.46254	11.307991	220.513032	47.77965	6.248342	47.31866	46.43299	101445.05	63802	1.4514457	1.20224451	0.25584199	0	0	0.006129991	1.79770503	10.9586362	0	0.124302598	21.33364	26.84864	114.69955	-1.5079545	3.5672727	79.43409
CT	258	923	41.4259	-72.90558	0.91	1.916	1.39E+00	20.8598	0.723	11.5	5.6952	100.66629	10.355676	57.865499	49.1071	7.685332	42.7048	49.60987	79395.7	19214	1.977433	0.02247663	0.03882328	0	0	0	1.87509617	1.7813584	0	0	21.7255	27.514	106.932	-1.074	4.078	87.545
CT	259	2711	41.78067	-72.963	0.911	1.832	9.55E-02	26.04543	0.613	13.5	11.8863	272.25586	8.651183	47.095199	52.8285	5.142095	54.54842	40.30948	85635.56	60544	1.2996433	2.22867746	0.7513496	0	0.02596732	0.08760779	4.02800013	3.4260691	0	0.038567861	20.30382	26.15529	112.68	-3.0282353	2.2788235	85.52647
CT	262	2309	41.94587	-73.31997	0.928	2.284	1.31E-01	26.5669	0.863	11.1	7.8507	336.60713	16.259104	331.009067	48.80859	6.824779	45.63711	47.53811	120803.83	57504	0.3437903	0.45804656	0.33093438	0	0	0	3.48472967	3.2149249	0	0.017027753	19.95893	25.77714	102.90286	-3.4725	1.6757143	71.60214
CT	263	2760	41.95986	-72.29943	0.935	1.743	4.06E-05	24.08128	0.746	10.3	41.9427	260.49969	11.121366	220.859779	53.24129	5.621919	48.13936	46.23872	106720.07	242275	2.9725349	2.62942563	1.35804845	0	0	0.104039571	14.86318511	19.0686144	0	0.966324988	20.04141	25.49891	111.27688	-3.2649219	2.0351562	80.87313
CT	265	2342	41.9267	-73.2799	0.95	1.752	4.57E-04	26.71046	0.796	10.3	14.6394	429.90532	14.805818	244.762781	48	6.182854	47.47059	46.34655	133091.88	130362	0.1680639	0.08173321	0.98582176	0	0	0.050487288	9.19345417	3.9496725	0	0.206546645	19.8913	25.14739	113.10739	-3.5876087	1.16	87.31087
