year,month,day,precip,tmax,tmin,wind,Date
1973,6,25,0,26.78,14.89,2.14,25-6-1973
1973,6,26,0,26.98,15.29,2.88,26-6-1973
1973,6,27,8.1,26.75,16.54,5.89,27-6-1973
1973,6,28,22.42,23.54,15.98,7.77,28-6-1973
1973,6,29,50.92,24.36,17.19,9.65,29-6-1973
1973,6,30,27.65,25.87,18.15,8.32,30-6-1973
1973,7,1,2.92,25.42,18.55,4.85,1-7-1973
1973,7,2,0,28.18,17.4,3.99,2-7-1973
1973,7,3,3.25,28.62,17,4.14,3-7-1973
1973,7,4,18.12,28.21,19.25,6.26,4-7-1973
1973,7,5,12.77,24.67,18.66,4.46,5-7-1973
1973,7,6,0,26.75,12.17,4.68,6-7-1973
1973,7,7,0,27.33,12.93,3.23,7-7-1973
1973,7,8,0,30.3,15.32,5.94,8-7-1973
1973,7,9,0,32.98,17.9,5.41,9-7-1973
1973,7,10,0.05,32.86,16.85,3.26,10-7-1973
1973,7,11,0,30.21,18.7,5.22,11-7-1973
1973,7,12,0,26.29,8.88,8.11,12-7-1973
1973,7,13,0,23.25,7.55,7.54,13-7-1973
1973,7,14,3.42,28.14,14.9,9.42,14-7-1973
1973,7,15,3.6,29.23,16.1,5.78,15-7-1973
1973,7,16,1.35,22.79,12.58,2.72,16-7-1973
1973,7,17,0,25.77,13.45,7.54,17-7-1973
1973,7,18,0,26.35,12.39,6.46,18-7-1973
1973,7,19,0,28.22,11.34,4.2,19-7-1973
1973,7,20,7.9,29.43,15.97,6.49,20-7-1973
1973,7,21,11.43,28.07,17.42,6.74,21-7-1973
1973,7,22,0.15,22.82,14.76,3.78,22-7-1973
1973,7,23,0,27.88,11.91,4.58,23-7-1973
1973,7,24,0,28.92,9.31,2.69,24-7-1973
1973,7,25,0,30.2,11.77,4.4,25-7-1973
1973,7,26,4.32,29.76,16.18,7.76,26-7-1973
1973,7,27,10.4,24.35,18.57,9.41,27-7-1973
1973,7,28,3.55,28.27,17.67,7.21,28-7-1973
1973,7,29,0,30.45,18.57,5.61,29-7-1973
1973,7,30,0,28.42,13.55,0.79,30-7-1973
1973,7,31,0,28.88,15.26,2.76,31-7-1973
1973,8,1,10.23,29.2,17.03,0.95,1-8-1973
1973,8,2,60.95,28.32,19.75,7.26,2-8-1973
1973,8,3,0.68,27.08,20.44,5.54,3-8-1973
1973,8,4,0,29.31,18.22,4.22,4-8-1973
1973,8,5,0,29.09,13.52,4.18,5-8-1973
1973,8,6,0,29.31,12.22,2.03,6-8-1973
1973,8,7,0,30.21,14.71,2.92,7-8-1973
1973,8,8,0.2,31.22,16.78,2.65,8-8-1973
1973,8,9,0,31.93,19.05,5.64,9-8-1973
1973,8,10,0.08,32.1,19.64,5.57,10-8-1973
1973,8,11,3.2,31.62,19.88,7.38,11-8-1973
1973,8,12,2.42,27.9,16.56,6.98,12-8-1973
1973,8,13,0,29.64,13.39,4.91,13-8-1973
1973,8,14,3.25,27.19,13.11,1.07,14-8-1973
1973,8,15,16.55,25.95,15.78,4.59,15-8-1973
1973,8,16,4.88,21.72,15.96,3.8,16-8-1973
1973,8,17,0,26.78,15.15,3.06,17-8-1973
1973,8,18,0,28.21,15.37,4.43,18-8-1973
1973,8,19,0,27.65,15.13,8.05,19-8-1973
1973,8,20,0.05,25.98,12.8,7.25,20-8-1973
1973,8,21,0,26.33,11.91,7.53,21-8-1973
1973,8,22,0,25.76,13.01,7.77,22-8-1973
1973,8,23,0,23.08,7.91,4.31,23-8-1973
1973,8,24,0.05,24.76,11.09,1.94,24-8-1973
1973,8,25,0,25.5,10.77,1.13,25-8-1973
1973,8,26,0,26.74,14.28,4.68,26-8-1973
1973,8,27,0,29.8,15.68,5.29,27-8-1973
1973,8,28,0.1,31.01,18.95,7.21,28-8-1973
1973,8,29,0,30.91,15.32,3.91,29-8-1973
1973,8,30,0,32.78,16.57,4.32,30-8-1973
1973,8,31,0.5,33.67,17.11,3.49,31-8-1973
1973,9,1,0.73,32.94,16.71,1.74,1-9-1973
1973,9,2,0,31.31,17.61,1.28,2-9-1973
1973,9,3,0,31.86,18.55,1.94,3-9-1973
1973,9,4,0,32.97,19.15,3.66,4-9-1973
1973,9,5,0,32.3,17.93,1.23,5-9-1973
1973,9,6,10.48,26.45,19.15,6.45,6-9-1973
1973,9,7,0.25,24.65,10.77,5.21,7-9-1973
1973,9,8,0,22.28,7.65,6,8-9-1973
1973,9,9,0,20.66,6.79,6.9,9-9-1973
1973,9,10,0,20.3,1.56,4.74,10-9-1973
1973,9,11,0,22.91,4.06,8.21,11-9-1973
1973,9,12,0,24.5,6.37,5.43,12-9-1973
1973,9,13,0,20.94,4.03,3.97,13-9-1973
1973,9,14,7.78,21.65,6.72,4.59,14-9-1973
1973,9,15,3.45,15.34,9.79,8.88,15-9-1973
1973,9,16,0,18.51,8.09,4.72,16-9-1973
1973,9,17,0.65,19.96,2.86,3.89,17-9-1973
1973,9,18,10.85,19.08,6.18,5.7,18-9-1973
1973,9,19,0,20.61,2.86,5.11,19-9-1973
1973,9,20,0.03,20.69,2.36,4.8,20-9-1973
1973,9,21,0,19.98,-0.78,6.17,21-9-1973
1973,9,22,3.78,15.96,-0.66,4.7,22-9-1973
1973,9,23,1.55,19.35,2.71,7.45,23-9-1973
1973,9,24,4.57,24.87,11.22,3.99,24-9-1973
1973,9,25,3.45,15.38,6.48,8.69,25-9-1973
1973,9,26,0.22,19,4.12,2.97,26-9-1973
1973,9,27,0,22.57,6.02,3.42,27-9-1973
1973,9,28,0,24.76,10.83,6.15,28-9-1973
1973,9,29,0,21.21,3.92,4.23,29-9-1973
1973,9,30,0,22.23,0.51,7.71,30-9-1973
1973,10,1,0,19.58,-1.02,4.22,1-10-1973
1973,10,2,2.15,19.06,0.3,6.55,2-10-1973
1973,10,3,3.1,19.61,7.46,4.25,3-10-1973
1973,10,4,2.12,22.31,10.54,4.5,4-10-1973
1973,10,5,2.75,22.97,10.66,4.14,5-10-1973
1973,10,6,0,19.73,4.27,9.46,6-10-1973
1973,10,7,0,19.4,1.88,4.73,7-10-1973
1973,10,8,0,19.03,0.2,3.88,8-10-1973
1973,10,9,0,20.15,-0.83,2.34,9-10-1973
1973,10,10,0,21.65,-0.07,2.91,10-10-1973
1973,10,11,0,17.46,-0.17,7.61,11-10-1973
1973,10,12,0,19.48,-1.74,2.58,12-10-1973
1973,10,13,0.82,21.67,0.33,6.36,13-10-1973
1973,10,14,0.65,23.13,7.32,10.19,14-10-1973
1973,10,15,0,18.41,3.24,9.89,15-10-1973
1973,10,16,0.35,18.36,1.01,8.12,16-10-1973
1973,10,17,0.12,11.7,1.59,7.59,17-10-1973
1973,10,18,1.67,9.97,0.98,6.32,18-10-1973
1973,10,19,0.38,10.34,0.56,6.34,19-10-1973
1973,10,20,1.12,12.42,2.38,5.2,20-10-1973
1973,10,21,0,12.32,-0.82,8.46,21-10-1973
1973,10,22,0,15.43,-2.44,2.13,22-10-1973
1973,10,23,0,19.78,-3.4,2.61,23-10-1973
1973,10,24,0,21.91,-1.29,2.59,24-10-1973
1973,10,25,0,22.38,1.94,11.28,25-10-1973
1973,10,26,0,13.25,6.47,11.4,26-10-1973
1973,10,27,0,17.42,3.86,9.41,27-10-1973
1973,10,28,0,11.52,-3.7,6.24,28-10-1973
1973,10,29,47.42,8.67,-0.43,12.3,29-10-1973
1973,10,30,15.88,13.12,4.65,6.95,30-10-1973
1973,10,31,5.78,15.2,4.94,6.74,31-10-1973
1973,11,1,4.68,14.98,4.65,12.93,1-11-1973
1973,11,2,0.82,13.05,5.55,12.82,2-11-1973
1973,11,3,0.4,15.85,5.25,12.83,3-11-1973
1973,11,4,0,8.95,1.27,12.86,4-11-1973
1973,11,5,0,7.55,-2.45,7.01,5-11-1973
1973,11,6,0,5.41,-3.28,12.66,6-11-1973
1973,11,7,0,5.21,-0.75,10.26,7-11-1973
1973,11,8,0,6.01,-5.03,6.55,8-11-1973
1973,11,9,0,7.69,-2.77,8.48,9-11-1973
1973,11,10,0,3.62,-6.77,11.29,10-11-1973
1973,11,11,0,2.66,-9.7,7.55,11-11-1973
1973,11,12,0,5.64,-6.27,3.28,12-11-1973
1973,11,13,0,8.87,-0.03,7.35,13-11-1973
1973,11,14,0,15.79,4.44,8.99,14-11-1973
1973,11,15,3.05,18.92,0.46,6.65,15-11-1973
1973,11,16,1.52,16.84,2.64,10.66,16-11-1973
1973,11,17,0,9.43,-5.5,11.63,17-11-1973
1973,11,18,0,5.26,-1.53,10.17,18-11-1973
1973,11,19,0.4,7.19,0.75,6.09,19-11-1973
1973,11,20,0,7.27,-8.02,7.86,20-11-1973
1973,11,21,2.62,6.38,-7.79,2.77,21-11-1973
1973,11,22,1.42,7.45,-1.74,3.96,22-11-1973
1973,11,23,0.22,13.04,-0.19,4.3,23-11-1973
1973,11,24,8.88,11.48,-1.06,0.5,24-11-1973
1973,11,25,8.68,11.66,0.96,7.49,25-11-1973
1973,11,26,2.7,12.16,-3.38,7.47,26-11-1973
1973,11,27,11.7,6.48,-0.74,6.04,27-11-1973
1973,11,28,9.57,4.86,2.65,9.95,28-11-1973
1973,11,29,4.05,10.09,2.61,11.19,29-11-1973
1973,11,30,0.38,6.73,-0.77,12.37,30-11-1973
1973,12,1,0,5.29,-0.79,11.96,1-12-1973
1973,12,2,0,1.76,-9.33,9.58,2-12-1973
1973,12,3,0,5.13,-8.07,4.63,3-12-1973
1973,12,4,3.58,10.59,-5.47,5.71,4-12-1973
1973,12,5,20.08,15.01,0.37,8.66,5-12-1973
1973,12,6,3.53,15.05,5,7.96,6-12-1973
1973,12,7,0,7.85,-2.65,7.08,7-12-1973
1973,12,8,3.12,4.74,-5.98,7.2,8-12-1973
1973,12,9,26.73,2.33,-3.42,11.38,9-12-1973
1973,12,10,3.17,10.21,0.76,7.04,10-12-1973
1973,12,11,0,6.08,-5.23,7.97,11-12-1973
1973,12,12,0,2.83,-4.6,10.81,12-12-1973
1973,12,13,7.93,1.83,-9.89,1.98,13-12-1973
1973,12,14,4.22,6.77,-5.1,6.95,14-12-1973
1973,12,15,0,7.95,-4.14,8.53,15-12-1973
1973,12,16,17.75,0.33,-6.57,3.75,16-12-1973
1973,12,17,21.27,-1.03,-6.96,11.34,17-12-1973
1973,12,18,0.35,-1.87,-14.47,11.97,18-12-1973
1973,12,19,0,-7.93,-20.26,6.35,19-12-1973
1973,12,20,27.4,-5.84,-15.24,8.61,20-12-1973
1973,12,21,54.28,11.04,-7.56,14.48,21-12-1973
1973,12,22,0,9.25,-9.7,13.06,22-12-1973
1973,12,23,0,-1.4,-10.85,9.74,23-12-1973
1973,12,24,0,1.53,-11.34,9.2,24-12-1973
1973,12,25,2.05,-3.68,-13.44,4.4,25-12-1973
1973,12,26,17.48,4.68,-11.17,10.63,26-12-1973
1973,12,27,14.27,7.45,1.69,8.04,27-12-1973
1973,12,28,4.9,5.95,0.17,6.7,28-12-1973
1973,12,29,0.2,5.52,-4.91,6.39,29-12-1973
1973,12,30,0.52,6.92,-2.77,9.49,30-12-1973
1973,12,31,1.12,0.89,-5.48,1.07,31-12-1973
1974,1,1,1.25,0.08,-4.45,4.75,1-1-1974
1974,1,2,0.08,1.75,-7.88,8.79,2-1-1974
1974,1,3,1.45,-2.32,-7.09,1.95,3-1-1974
1974,1,4,0.77,0.72,-7.82,5.34,4-1-1974
1974,1,5,0,0.06,-13.99,5.84,5-1-1974
1974,1,6,0,-2.26,-12.75,5.52,6-1-1974
1974,1,7,0,0.11,-10.45,7.83,7-1-1974
1974,1,8,2.42,0.53,-10.25,11.41,8-1-1974
1974,1,9,8.6,-7,-15,2,9-1-1974
1974,1,10,15.88,-7.32,-13.15,2.16,10-1-1974
1974,1,11,4.53,-1.8,-8.46,4.48,11-1-1974
1974,1,12,0,-0.93,-13.2,11.03,12-1-1974
1974,1,13,0,-5.13,-20.33,10.88,13-1-1974
1974,1,14,0,-5.38,-24.48,4.67,14-1-1974
1974,1,15,0,1.32,-11.88,11.53,15-1-1974
1974,1,16,0.08,4.2,-2.62,8.02,16-1-1974
1974,1,17,0,1.19,-11.76,11.8,17-1-1974
1974,1,18,7.57,-11.21,-23.91,3.77,18-1-1974
1974,1,19,4.03,0.81,-18.32,6.54,19-1-1974
1974,1,20,0,2.77,-16.23,6.43,20-1-1974
1974,1,21,12.52,-2.01,-12.22,9.03,21-1-1974
1974,1,22,7.1,5.22,-3.77,8.38,22-1-1974
1974,1,23,2.03,5.89,-2.58,6.85,23-1-1974
1974,1,24,0,7.04,-1.46,5.79,24-1-1974
1974,1,25,0,5.3,-5.69,3.38,25-1-1974
1974,1,26,3.15,7.37,-6.98,2.96,26-1-1974
1974,1,27,3.12,11.44,-2.73,11.64,27-1-1974
1974,1,28,5.38,15.42,-2.31,0.99,28-1-1974
1974,1,29,2.88,7.89,-0.14,7.38,29-1-1974
1974,1,30,0,7.47,-3.45,2.16,30-1-1974
1974,1,31,0.68,10.96,-4.32,7.02,31-1-1974
1974,2,1,2.03,11.61,-8.37,12.49,1-2-1974
1974,2,2,10.3,-3.66,-9.39,4.03,2-2-1974
1974,2,3,1.85,-8.28,-11.7,10.6,3-2-1974
1974,2,4,0.05,-7.76,-12.5,12.74,4-2-1974
1974,2,5,0,-5.27,-19.16,16.09,5-2-1974
1974,2,6,6.97,-5.51,-21.12,9.41,6-2-1974
1974,2,7,2.85,-0.06,-14.59,3.23,7-2-1974
1974,2,8,0,-1.92,-18.11,7.71,8-2-1974
1974,2,9,0,-5.01,-18.91,9.71,9-2-1974
1974,2,10,0.47,-2.97,-21.37,5.64,10-2-1974
1974,2,11,0.05,-1.12,-15.98,7.09,11-2-1974
1974,2,12,0,0.32,-16.14,9.41,12-2-1974
1974,2,13,0,4.44,-12.78,7.97,13-2-1974
1974,2,14,0,10.15,-8.74,6.59,14-2-1974
1974,2,15,0,0.03,-14.95,9.01,15-2-1974
1974,2,16,0,-0.98,-19.45,4.21,16-2-1974
1974,2,17,0,1.16,-13.85,10.59,17-2-1974
1974,2,18,0,2.21,-7.52,12.45,18-2-1974
1974,2,19,11.2,0,-11.67,5.23,19-2-1974
1974,2,20,6.7,3.71,-5.34,7.16,20-2-1974
1974,2,21,0.88,6.02,-5.18,7.84,21-2-1974
1974,2,22,20.95,9.25,-4.66,11.81,22-2-1974
1974,2,23,1.35,11.99,-3.96,16.25,23-2-1974
1974,2,24,0,-0.47,-8.59,7.46,24-2-1974
1974,2,25,0,3,-7.33,6.28,25-2-1974
1974,2,26,0,1.44,-7.43,9.94,26-2-1974
1974,2,27,0,2.48,-10.93,3.67,27-2-1974
1974,2,28,0,7.59,-6.37,8.53,28-2-1974
1974,3,1,0,10.72,-3.54,9.61,1-3-1974
1974,3,2,0,8.3,-4.25,3.73,2-3-1974
1974,3,3,1.12,3.03,-1.61,6.46,3-3-1974
1974,3,4,0.98,8.42,0,10.04,4-3-1974
1974,3,5,0,13.5,3.29,13.7,5-3-1974
1974,3,6,0,13.29,-3.31,2.61,6-3-1974
1974,3,7,0,15.58,0.22,6.74,7-3-1974
1974,3,8,0,18.04,-2,7.99,8-3-1974
1974,3,9,1.3,4.51,-2.26,6.24,9-3-1974
1974,3,10,0.4,3.32,-2.73,8.19,10-3-1974
1974,3,11,0,3.97,-7,10.27,11-3-1974
1974,3,12,0,4.19,-6.89,8.42,12-3-1974
1974,3,13,0,0.65,-12.04,13.77,13-3-1974
1974,3,14,0,2.27,-9.17,11.88,14-3-1974
1974,3,15,0.82,7.24,-8.14,6.51,15-3-1974
1974,3,16,33.78,8.86,-2.88,9.61,16-3-1974
1974,3,17,17.6,4.79,-3.22,12.32,17-3-1974
1974,3,18,0,3.07,-5.57,15.62,18-3-1974
1974,3,19,0.05,5.37,-5.51,6.94,19-3-1974
1974,3,20,0.6,6.49,-4.59,6.86,20-3-1974
1974,3,21,37.35,5.64,-5.79,8.24,21-3-1974
1974,3,22,0.22,3.21,-6.77,9.23,22-3-1974
1974,3,23,1.1,5.99,-7.14,5.37,23-3-1974
1974,3,24,10.02,10.04,-3.19,3.94,24-3-1974
1974,3,25,0,5.85,-10.34,8.08,25-3-1974
1974,3,26,1.4,2.3,-11.08,4.51,26-3-1974
1974,3,27,0,6.1,-9.03,11.38,27-3-1974
1974,3,28,0,2.6,-7.81,7.79,28-3-1974
1974,3,29,4.57,2.37,-12.91,7.34,29-3-1974
1974,3,30,9.6,-1.41,-9.18,15.42,30-3-1974
1974,3,31,1.15,2.64,-3.8,5.47,31-3-1974
1974,4,1,0,7.5,0.98,11.18,1-4-1974
1974,4,2,7.62,10.02,-0.87,3.65,2-4-1974
1974,4,3,2.45,14.35,-2.35,3.06,3-4-1974
1974,4,4,1.02,21.64,4.25,10.52,4-4-1974
1974,4,5,8.57,22.46,9.32,11.31,5-4-1974
1974,4,6,0.6,12.41,1.63,6.81,6-4-1974
1974,4,7,0.25,7.25,-4.98,8.2,7-4-1974
1974,4,8,9,14.65,0.25,3.33,8-4-1974
1974,4,9,12.43,7.32,-3.7,6.78,9-4-1974
1974,4,10,0.25,0.26,-5.13,10.88,10-4-1974
1974,4,11,0,9.21,-6.64,9.58,11-4-1974
1974,4,12,0,14.33,-0.09,4.23,12-4-1974
1974,4,13,0.62,16.73,2.65,7.12,13-4-1974
1974,4,14,16.75,6.81,2.63,3.15,14-4-1974
1974,4,15,4.15,15.07,4.64,7.85,15-4-1974
1974,4,16,0,13.18,2.26,9.9,16-4-1974
1974,4,17,0,14.38,-2.25,5.6,17-4-1974
1974,4,18,0.25,19.23,-0.44,5.34,18-4-1974
1974,4,19,0,19.65,2.77,4.47,19-4-1974
1974,4,20,0,13,-4.88,5.59,20-4-1974
1974,4,21,0,18.36,-2.33,8.14,21-4-1974
1974,4,22,1.62,25.43,5.2,10.18,22-4-1974
1974,4,23,8.3,25.51,10.74,8.02,23-4-1974
1974,4,24,2.5,16.52,4.08,5,24-4-1974
1974,4,25,0.17,12.44,-1.91,9.67,25-4-1974
1974,4,26,0,14.32,-1.43,4.76,26-4-1974
1974,4,27,0,14.61,-2.79,3.82,27-4-1974
1974,4,28,0,21.77,2.01,6.81,28-4-1974
1974,4,29,0,28.34,5.56,8.46,29-4-1974
1974,4,30,14.62,28.51,10.09,2.22,30-4-1974
1974,5,1,10.1,19.63,8.57,5.01,1-5-1974
1974,5,2,0,17.3,-3.71,7.5,2-5-1974
1974,5,3,5.97,15.97,1.66,5.52,3-5-1974
1974,5,4,1.75,9.65,4.12,9.46,4-5-1974
1974,5,5,0,13.09,-4.12,5.26,5-5-1974
1974,5,6,5.5,15.74,0.1,7.54,6-5-1974
1974,5,7,2.15,12.07,2.1,2.28,7-5-1974
1974,5,8,0,13.13,-1.3,3.36,8-5-1974
1974,5,9,2.7,16.75,3.28,6.26,9-5-1974
1974,5,10,14.62,16.66,5.43,6.02,10-5-1974
1974,5,11,4.4,12.91,5.98,2.78,11-5-1974
1974,5,12,17.55,19.09,7.42,7.63,12-5-1974
1974,5,13,12.68,15.69,6.65,8.91,13-5-1974
1974,5,14,0,17.09,2.48,4.7,14-5-1974
1974,5,15,0.98,25.77,8.46,9.98,15-5-1974
1974,5,16,4.1,28.15,7.92,4.34,16-5-1974
1974,5,17,1.67,26.42,11.89,7.72,17-5-1974
1974,5,18,0,27.73,9.17,3.55,18-5-1974
1974,5,19,0,24.99,6.96,4.56,19-5-1974
1974,5,20,0,19.65,2.13,6.14,20-5-1974
1974,5,21,0,19.51,1.34,2.26,21-5-1974
1974,5,22,3.15,25.5,6.67,6.18,22-5-1974
1974,5,23,5.75,30.11,9.95,5.18,23-5-1974
1974,5,24,8.48,14.63,8.19,1.84,24-5-1974
1974,5,25,2.15,16,5.07,0.61,25-5-1974
1974,5,26,1.08,16.83,3.29,3.28,26-5-1974
1974,5,27,0.05,14.81,6.91,7.17,27-5-1974
1974,5,28,0.17,14.53,2.1,9.33,28-5-1974
1974,5,29,1.88,18.64,5.53,6.21,29-5-1974
1974,5,30,0.28,17.48,8.81,3.41,30-5-1974
1974,5,31,9.2,21.63,10.22,6,31-5-1974
1974,6,1,15.52,20.43,12.22,3.22,1-6-1974
1974,6,2,0,23.67,9.21,4.6,2-6-1974
1974,6,3,0.05,23.1,5.44,5.7,3-6-1974
1974,6,4,0.15,24.78,6.92,0.61,4-6-1974
1974,6,5,0,28,10.08,3.97,5-6-1974
1974,6,6,0,28.84,10.99,0.99,6-6-1974
1974,6,7,0,24.47,6.34,8.23,7-6-1974
1974,6,8,0,22.84,8.95,6.01,8-6-1974
1974,6,9,0,27.92,11.86,1.46,9-6-1974
1974,6,10,0,31.63,15.96,4.87,10-6-1974
1974,6,11,0,33.26,18.33,4.61,11-6-1974
1974,6,12,1.85,27.27,6.42,1.38,12-6-1974
1974,6,13,0.85,22.28,4.98,2.03,13-6-1974
1974,6,14,0,24.3,6.67,3.12,14-6-1974
1974,6,15,0.77,24.49,7.9,5.13,15-6-1974
1974,6,16,27.08,25.53,13.19,7.02,16-6-1974
1974,6,17,6.75,22.77,16.97,7.76,17-6-1974
1974,6,18,0,25.89,14.86,2.5,18-6-1974
1974,6,19,1.85,25.73,8.89,2.42,19-6-1974
1974,6,20,1.23,26.54,13.9,6.78,20-6-1974
1974,6,21,7.75,26.93,12.53,5.75,21-6-1974
1974,6,22,0.57,23.78,13.77,4.51,22-6-1974
1974,6,23,0,27.4,12.99,2.99,23-6-1974
1974,6,24,0.15,22.4,9.23,6.68,24-6-1974
1974,6,25,8.07,23.6,13.2,6.81,25-6-1974
1974,6,26,7.78,16.44,11.08,4.84,26-6-1974
1974,6,27,2.8,17.45,11.31,2.23,27-6-1974
1974,6,28,1.8,20.1,10.62,9.18,28-6-1974
1974,6,29,0.77,21.88,11.63,4.14,29-6-1974
1974,6,30,1.1,25,13.08,6.74,30-6-1974
1974,7,1,0.7,27.65,13.26,7.07,1-7-1974
1974,7,2,13.02,28.47,11.11,4.37,2-7-1974
1974,7,3,16.55,30.5,15.62,8.33,3-7-1974
1974,7,4,2.55,29.51,17.32,6.57,4-7-1974
1974,7,5,34.15,32.63,18.68,6.67,5-7-1974
1974,7,6,3.08,24.47,13.64,4.69,6-7-1974
1974,7,7,0,27.67,12.92,4.02,7-7-1974
1974,7,8,0,30.75,15.49,3.93,8-7-1974
1974,7,9,0,31.42,17.62,3.74,9-7-1974
1974,7,10,0.52,31.63,20.61,6.26,10-7-1974
1974,7,11,0,28.74,11.17,8.12,11-7-1974
1974,7,12,0,23.57,9.24,6.2,12-7-1974
1974,7,13,0,26.34,9.58,1.99,13-7-1974
1974,7,14,7.22,30.35,13.61,2.7,14-7-1974
1974,7,15,5,32.09,18.16,5.79,15-7-1974
1974,7,16,0,29.65,16.57,3.92,16-7-1974
1974,7,17,0,25.73,9.92,4.73,17-7-1974
1974,7,18,0.52,26.56,12.78,3.82,18-7-1974
1974,7,19,2.67,28.44,15.9,9.27,19-7-1974
1974,7,20,0.15,27.96,12.01,9.72,20-7-1974
1974,7,21,0,23.76,6.89,2.06,21-7-1974
1974,7,22,0,26.44,8.45,0.9,22-7-1974
1974,7,23,0,26.83,12.25,3.19,23-7-1974
1974,7,24,2.05,25.54,10.2,3.98,24-7-1974
1974,7,25,0.35,21.73,11.98,4.04,25-7-1974
1974,7,26,1.17,23.41,11.72,3.21,26-7-1974
1974,7,27,0.85,24.98,13.81,4.01,27-7-1974
1974,7,28,5.15,24.08,15.87,3.32,28-7-1974
1974,7,29,0.22,26.41,16.4,5.07,29-7-1974
1974,7,30,0.73,25.76,16.85,2.25,30-7-1974
1974,7,31,0,27.42,13.7,3.27,31-7-1974
1974,8,1,0,27.03,11.43,3.99,1-8-1974
1974,8,2,0,28.08,12.1,2.95,2-8-1974
1974,8,3,0.22,28.99,18.25,7.24,3-8-1974
1974,8,4,6.43,29.09,20.79,9.4,4-8-1974
1974,8,5,10.35,29.2,16.41,6.86,5-8-1974
1974,8,6,0,25.39,10.76,2.33,6-8-1974
1974,8,7,0,25.55,11.33,0.84,7-8-1974
1974,8,8,0,26.82,11.13,4.24,8-8-1974
1974,8,9,0.12,28.97,14.15,0.62,9-8-1974
1974,8,10,0,24.25,12.1,9.9,10-8-1974
1974,8,11,0,24.11,5.64,9.27,11-8-1974
1974,8,12,0,27.2,7.55,4.96,12-8-1974
1974,8,13,0,28.89,10.21,5.72,13-8-1974
1974,8,14,0,28.61,11.99,3.43,14-8-1974
1974,8,15,0,29.18,10.22,3.9,15-8-1974
1974,8,16,0,27.11,8.33,0.73,16-8-1974
1974,8,17,5.7,28.77,11.84,6.09,17-8-1974
1974,8,18,4.35,23.89,13.98,2.71,18-8-1974
1974,8,19,0,27.9,11,2.26,19-8-1974
1974,8,20,0,29.79,12.55,2.03,20-8-1974
1974,8,21,0,30.34,13.11,5.11,21-8-1974
1974,8,22,0,30.01,13.73,4.7,22-8-1974
1974,8,23,17.15,29.59,15.08,3.01,23-8-1974
1974,8,24,1.35,25.13,15.66,5.32,24-8-1974
1974,8,25,0,27.63,10.2,3.63,25-8-1974
1974,8,26,0,25.28,10.44,3.31,26-8-1974
1974,8,27,7.5,25.14,14.59,4.53,27-8-1974
1974,8,28,5.97,26.88,17.31,6.85,28-8-1974
1974,8,29,18.75,24.1,14.41,6,29-8-1974
1974,8,30,14.55,17.43,14.62,6.13,30-8-1974
1974,8,31,0.15,19.34,11.58,1.01,31-8-1974
1974,9,1,8.27,26.21,14.1,2.57,1-9-1974
1974,9,2,4.1,25.96,11.98,1,2-9-1974
1974,9,3,42.58,17.83,11.98,4.71,3-9-1974
1974,9,4,16.08,16.7,11.08,3.13,4-9-1974
1974,9,5,0,19.04,3.64,7.19,5-9-1974
1974,9,6,9.02,21.43,6.14,7.51,6-9-1974
1974,9,7,7,17.63,9.23,5.95,7-9-1974
1974,9,8,0,18.64,9.21,4.54,8-9-1974
1974,9,9,0,25.16,12.74,0.43,9-9-1974
1974,9,10,0,25.53,11.89,1.39,10-9-1974
1974,9,11,0,26.5,12.8,1.29,11-9-1974
1974,9,12,0,27.68,15.21,4.72,12-9-1974
1974,9,13,13.82,29.08,17.5,7.98,13-9-1974
1974,9,14,7.1,28.97,13.02,5.43,14-9-1974
1974,9,15,0,19.53,6.67,4.72,15-9-1974
1974,9,16,0,20.53,6.88,6.35,16-9-1974
1974,9,17,1.9,20.46,4.33,2.05,17-9-1974
1974,9,18,0.8,21.73,7.61,1.04,18-9-1974
1974,9,19,0,21.46,11.23,5.05,19-9-1974
1974,9,20,4.1,23.12,13.58,2.55,20-9-1974
1974,9,21,11.77,23.85,14.55,5.99,21-9-1974
1974,9,22,5.55,18.4,6.24,5.67,22-9-1974
1974,9,23,0,18.06,3.73,7.27,23-9-1974
1974,9,24,0,12.32,-2.56,7.65,24-9-1974
1974,9,25,2.3,14,-0.99,4.23,25-9-1974
1974,9,26,0.9,15.37,2.49,3.53,26-9-1974
1974,9,27,0,20.62,4.48,3.45,27-9-1974
1974,9,28,20.65,24.1,7.66,6.03,28-9-1974
1974,9,29,23.83,19.74,13.11,10.52,29-9-1974
1974,9,30,2,22.88,6.95,10.38,30-9-1974
1974,10,1,0.57,14.94,-0.9,4.13,1-10-1974
1974,10,2,0.35,13.74,2.01,3.72,2-10-1974
1974,10,3,0.08,12.17,1.15,8.69,3-10-1974
1974,10,4,0,9.32,-2.8,10.08,4-10-1974
1974,10,5,0,12.49,-2.44,4.68,5-10-1974
1974,10,6,0,20.87,1.98,5.38,6-10-1974
1974,10,7,0,24.42,5.6,6.27,7-10-1974
1974,10,8,0,17.13,-2.69,8.8,8-10-1974
1974,10,9,0,13.85,-2,5.97,9-10-1974
1974,10,10,0,14.98,-0.42,5.12,10-10-1974
1974,10,11,0,15.54,-1.13,6.72,11-10-1974
1974,10,12,0,16.95,0,4.91,12-10-1974
